id,slice_id,x,y,z
0.000000,0.000000,4.514231,5.845731,0.000000
1.000000,0.000000,6.481446,4.499810,0.000000
2.000000,0.000000,6.703454,5.818194,0.000000
3.000000,0.000000,6.689932,6.605100,0.000000
4.000000,0.000000,4.845757,6.744376,0.000000
5.000000,0.000000,6.664348,5.449753,0.000000
6.000000,0.000000,6.801530,5.580906,0.000000
7.000000,0.000000,7.715098,5.521026,0.000000
8.000000,0.000000,7.573248,4.578263,0.000000
9.000000,0.000000,4.865071,5.333416,0.000000
10.000000,0.000000,5.973433,5.383224,0.000000
11.000000,0.000000,5.876231,5.575748,0.000000
12.000000,0.000000,5.385139,6.706720,0.000000
13.000000,0.000000,6.896991,4.183619,0.000000
14.000000,0.000000,3.650087,5.827810,0.000000
15.000000,0.000000,6.538017,5.745687,0.000000
16.000000,0.000000,6.515150,4.285662,0.000000
17.000000,0.000000,6.567232,6.980199,0.000000
18.000000,0.000000,7.086180,7.049437,0.000000
19.000000,0.000000,6.161781,6.709768,0.000000
20.000000,0.000000,4.854869,6.890555,0.000000
21.000000,0.000000,7.063844,5.351315,0.000000
22.000000,0.000000,6.861413,6.232166,0.000000
23.000000,0.000000,5.066603,5.575780,0.000000
24.000000,0.000000,4.879704,7.190930,0.000000
25.000000,0.000000,5.853895,5.848896,0.000000
26.000000,0.000000,5.409086,5.776434,0.000000
27.000000,0.000000,5.204170,7.051707,0.000000
28.000000,0.000000,4.930756,6.215726,0.000000
29.000000,0.000000,7.070399,4.386252,0.000000
30.000000,0.000000,5.294498,4.339212,0.000000
31.000000,0.000000,4.456585,5.311156,0.000000
32.000000,0.000000,4.582663,7.205361,0.000000
33.000000,0.000000,6.980110,5.390202,0.000000
34.000000,0.000000,7.051231,4.705218,0.000000
35.000000,0.000000,4.381814,3.971082,0.000000
36.000000,0.000000,6.733870,4.860928,0.000000
37.000000,0.000000,7.403542,6.930012,0.000000
38.000000,0.000000,7.184139,6.376563,0.000000
39.000000,0.000000,5.038883,4.749104,0.000000
40.000000,0.000000,5.790149,3.651465,0.000000
41.000000,0.000000,6.552320,4.017251,0.000000
42.000000,0.000000,5.063222,5.668924,0.000000
43.000000,0.000000,6.892340,6.623761,0.000000
44.000000,0.000000,7.564252,4.973866,0.000000
45.000000,0.000000,4.055129,5.294344,0.000000
46.000000,0.000000,5.010647,7.512561,0.000000
47.000000,0.000000,5.921684,5.117895,0.000000
48.000000,0.000000,4.772540,5.387784,0.000000
49.000000,0.000000,6.792588,5.342266,0.000000
50.000000,0.000000,6.412639,5.875920,0.000000
51.000000,0.000000,6.772675,4.323744,0.000000
52.000000,0.000000,4.829471,5.994608,0.000000
53.000000,0.000000,6.367848,4.520827,0.000000
54.000000,0.000000,3.979639,4.798749,0.000000
55.000000,0.000000,4.568559,5.138854,0.000000
56.000000,0.000000,5.232818,5.922720,0.000000
57.000000,0.000000,5.377152,6.481077,0.000000
58.000000,0.000000,5.659005,4.433918,0.000000
59.000000,0.000000,5.574379,5.043567,0.000000
60.000000,0.000000,6.542029,5.191246,0.000000
61.000000,0.000000,5.135953,3.544409,0.000000
62.000000,0.000000,6.456063,4.844274,0.000000
63.000000,0.000000,6.293877,5.815215,0.000000
64.000000,0.000000,4.550634,5.912484,0.000000
65.000000,0.000000,6.793574,5.760146,0.000000
66.000000,0.000000,6.373026,3.373531,0.000000
67.000000,0.000000,3.731695,4.833510,0.000000
68.000000,0.000000,3.869141,5.465503,0.000000
69.000000,0.000000,4.927358,3.866633,0.000000
70.000000,0.000000,4.068286,4.923352,0.000000
71.000000,0.000000,5.568025,4.505873,0.000000
72.000000,0.000000,4.018461,6.717236,0.000000
73.000000,0.000000,7.205481,5.882508,0.000000
74.000000,0.000000,6.334883,5.473263,0.000000
75.000000,0.000000,5.632633,5.394221,0.000000
76.000000,0.000000,5.784245,5.149971,0.000000
77.000000,0.000000,6.950817,5.346991,0.000000
78.000000,0.000000,7.615960,6.318286,0.000000
79.000000,0.000000,4.865508,4.535401,0.000000
80.000000,0.000000,7.061367,5.443454,0.000000
81.000000,0.000000,6.363472,7.523240,0.000000
82.000000,0.000000,4.428144,5.928362,0.000000
83.000000,0.000000,5.126943,4.244886,0.000000
84.000000,0.000000,5.529327,4.447571,0.000000
85.000000,0.000000,6.718391,6.189450,0.000000
86.000000,0.000000,3.618846,5.908587,0.000000
87.000000,0.000000,6.293040,4.610405,0.000000
88.000000,0.000000,3.928248,5.131146,0.000000
89.000000,0.000000,5.574568,3.848499,0.000000
90.000000,0.000000,7.056846,5.695990,0.000000
91.000000,0.000000,6.812334,4.372305,0.000000
92.000000,0.000000,6.931462,4.240983,0.000000
93.000000,0.000000,5.705036,7.464476,0.000000
94.000000,0.000000,6.284612,6.409371,0.000000
95.000000,0.000000,6.093824,3.819175,0.000000
96.000000,0.000000,3.985747,5.919448,0.000000
97.000000,0.000000,7.303554,5.074191,0.000000
98.000000,0.000000,5.013942,6.154997,0.000000
99.000000,0.000000,5.945093,5.980476,0.000000
100.000000,0.000000,6.857769,4.410216,0.000000
101.000000,0.000000,6.057392,5.862747,0.000000
102.000000,0.000000,7.415477,6.771217,0.000000
103.000000,0.000000,6.003132,6.575337,0.000000
104.000000,0.000000,6.106496,7.084446,0.000000
105.000000,0.000000,6.687438,6.055799,0.000000
106.000000,0.000000,4.821603,5.264709,0.000000
107.000000,0.000000,6.837399,6.266820,0.000000
108.000000,0.000000,4.904493,7.108274,0.000000
109.000000,0.000000,7.024970,4.826945,0.000000
110.000000,0.000000,5.031483,4.900671,0.000000
111.000000,0.000000,5.410226,4.991717,0.000000
112.000000,0.000000,6.683352,6.586803,0.000000
113.000000,0.000000,5.828065,6.858027,0.000000
114.000000,0.000000,4.864600,3.772402,0.000000
115.000000,0.000000,4.578002,5.093189,0.000000
116.000000,0.000000,5.056252,5.686782,0.000000
117.000000,0.000000,6.580642,6.017207,0.000000
118.000000,0.000000,6.835212,4.215656,0.000000
119.000000,0.000000,5.958409,6.422061,0.000000
120.000000,0.000000,6.771551,6.493983,0.000000
121.000000,0.000000,6.557248,4.001281,0.000000
122.000000,0.000000,5.402945,3.952140,0.000000
123.000000,0.000000,4.848209,6.707809,0.000000
124.000000,0.000000,4.197342,6.260694,0.000000
125.000000,0.000000,6.121483,4.807454,0.000000
126.000000,0.000000,5.499318,6.888609,0.000000
127.000000,0.000000,4.334756,6.876389,0.000000
128.000000,0.000000,4.575254,3.852614,0.000000
129.000000,0.000000,4.346348,6.190680,0.000000
130.000000,0.000000,6.058124,4.200243,0.000000
131.000000,0.000000,6.654267,6.102104,0.000000
132.000000,0.000000,4.544437,4.699025,0.000000
133.000000,0.000000,6.696537,6.638159,0.000000
134.000000,0.000000,6.140942,3.576102,0.000000
135.000000,0.000000,5.588353,7.477345,0.000000
136.000000,0.000000,5.242581,5.601082,0.000000
137.000000,0.000000,6.453666,5.005574,0.000000
138.000000,0.000000,6.658175,5.047417,0.000000
139.000000,0.000000,5.120790,6.096443,0.000000
140.000000,0.000000,4.548180,6.485313,0.000000
141.000000,0.000000,4.993905,7.503522,0.000000
142.000000,0.000000,7.476955,6.542442,0.000000
143.000000,0.000000,5.321405,3.857128,0.000000
144.000000,0.000000,4.866617,6.091346,0.000000
145.000000,0.000000,6.475113,6.025566,0.000000
146.000000,0.000000,4.957943,6.455185,0.000000
147.000000,0.000000,7.183666,5.425860,0.000000
148.000000,0.000000,5.177157,4.903617,0.000000
149.000000,0.000000,6.176935,5.623267,0.000000
150.000000,0.000000,5.138440,4.059257,0.000000
151.000000,0.000000,5.209222,4.960535,0.000000
152.000000,0.000000,6.072152,6.122906,0.000000
153.000000,0.000000,5.924671,7.413404,0.000000
154.000000,0.000000,5.609180,3.915171,0.000000
155.000000,0.000000,6.528589,5.895019,0.000000
156.000000,0.000000,4.445178,4.869417,0.000000
157.000000,0.000000,6.513483,7.207282,0.000000
158.000000,0.000000,4.697264,4.485796,0.000000
159.000000,0.000000,7.548025,5.021858,0.000000
160.000000,0.000000,5.355039,5.507187,0.000000
161.000000,0.000000,4.826238,5.413354,0.000000
162.000000,0.000000,5.086502,4.816669,0.000000
163.000000,0.000000,5.841618,6.172653,0.000000
164.000000,0.000000,5.401207,6.542437,0.000000
165.000000,0.000000,6.196390,6.344163,0.000000
166.000000,0.000000,6.606467,7.032238,0.000000
167.000000,0.000000,4.831300,4.576304,0.000000
168.000000,0.000000,5.741409,4.114222,0.000000
169.000000,0.000000,6.899353,5.453020,0.000000
170.000000,0.000000,6.466955,4.580033,0.000000
171.000000,0.000000,5.298310,6.872213,0.000000
172.000000,0.000000,7.728102,5.075353,0.000000
173.000000,0.000000,6.527194,5.554751,0.000000
174.000000,0.000000,5.623333,5.213579,0.000000
175.000000,0.000000,7.774944,5.984183,0.000000
176.000000,0.000000,5.177272,6.922791,0.000000
177.000000,0.000000,4.532398,6.875189,0.000000
178.000000,0.000000,4.906235,6.559329,0.000000
179.000000,0.000000,6.319198,4.696185,0.000000
180.000000,0.000000,5.559338,4.814709,0.000000
181.000000,0.000000,4.202115,5.263865,0.000000
182.000000,0.000000,3.780870,4.701127,0.000000
183.000000,0.000000,7.375213,5.316437,0.000000
184.000000,0.000000,5.291115,4.880788,0.000000
185.000000,0.000000,4.445364,6.659353,0.000000
186.000000,0.000000,6.268856,5.973236,0.000000
187.000000,0.000000,5.461374,5.284926,0.000000
188.000000,0.000000,4.915677,5.752899,0.000000
189.000000,0.000000,6.285047,4.919710,0.000000
190.000000,0.000000,6.868202,6.307979,0.000000
191.000000,0.000000,6.748364,4.620416,0.000000
192.000000,0.000000,6.723973,6.335159,0.000000
193.000000,0.000000,6.892662,5.022993,0.000000
194.000000,0.000000,6.063790,5.736567,0.000000
195.000000,0.000000,5.928035,5.724993,0.000000
196.000000,0.000000,6.056943,3.791416,0.000000
197.000000,0.000000,6.062315,5.353419,0.000000
198.000000,0.000000,6.138330,3.803450,0.000000
199.000000,0.000000,5.272846,7.516005,0.000000
200.000000,0.000000,6.421265,7.430614,0.000000
201.000000,0.000000,7.011995,6.410786,0.000000
202.000000,0.000000,7.193105,5.665191,0.000000
203.000000,0.000000,5.345472,7.525307,0.000000
204.000000,0.000000,5.712741,3.798524,0.000000
205.000000,0.000000,5.528899,6.648243,0.000000
206.000000,0.000000,4.852186,7.593356,0.000000
207.000000,0.000000,5.676933,5.653668,0.000000
208.000000,0.000000,6.905908,4.856130,0.000000
209.000000,0.000000,4.467858,6.858651,0.000000
210.000000,0.000000,6.354132,4.005577,0.000000
211.000000,0.000000,3.644112,5.398639,0.000000
212.000000,0.000000,3.856688,5.612785,0.000000
213.000000,0.000000,5.665360,4.711761,0.000000
214.000000,0.000000,4.509729,5.997614,0.000000
215.000000,0.000000,6.250049,6.004307,0.000000
216.000000,0.000000,4.735497,4.972601,0.000000
217.000000,0.000000,5.637417,6.398592,0.000000
218.000000,0.000000,4.880827,4.110709,0.000000
219.000000,0.000000,7.126196,4.164538,0.000000
220.000000,0.000000,3.871335,5.396575,0.000000
221.000000,0.000000,7.176366,4.617990,0.000000
222.000000,0.000000,4.872595,6.403932,0.000000
223.000000,0.000000,6.166221,7.096105,0.000000
224.000000,0.000000,6.114680,7.241779,0.000000
225.000000,0.000000,5.721879,3.319188,0.000000
226.000000,0.000000,6.192291,5.070830,0.000000
227.000000,0.000000,5.732563,6.797360,0.000000
228.000000,0.000000,6.725437,7.103372,0.000000
229.000000,0.000000,4.316342,5.863994,0.000000
230.000000,0.000000,4.570318,7.025241,0.000000
231.000000,0.000000,6.848713,6.098885,0.000000
232.000000,0.000000,6.965153,6.864161,0.000000
233.000000,0.000000,4.136518,6.092916,0.000000
234.000000,0.000000,5.849898,6.810219,0.000000
235.000000,0.000000,4.143982,5.003292,0.000000
236.000000,0.000000,4.588351,5.699442,0.000000
237.000000,0.000000,4.329985,5.626425,0.000000
238.000000,0.000000,5.218593,3.596073,0.000000
239.000000,0.000000,7.183491,3.901005,0.000000
240.000000,0.000000,4.816995,5.866982,0.000000
241.000000,0.000000,5.946939,6.687759,0.000000
242.000000,0.000000,5.689991,5.714520,0.000000
243.000000,0.000000,6.447975,5.916627,0.000000
244.000000,0.000000,6.825565,7.311062,0.000000
245.000000,0.000000,5.666579,7.104006,0.000000
246.000000,0.000000,6.214718,5.801504,0.000000
247.000000,0.000000,6.066741,7.091323,0.000000
248.000000,0.000000,7.844406,6.372906,0.000000
249.000000,0.000000,6.306802,6.360754,0.000000
250.000000,0.000000,6.018394,6.647124,0.000000
251.000000,0.000000,5.887084,5.578865,0.000000
252.000000,0.000000,6.077963,5.253860,0.000000
253.000000,0.000000,6.510024,4.602451,0.000000
254.000000,0.000000,4.421390,4.566397,0.000000
255.000000,0.000000,5.709869,5.608269,0.000000
256.000000,0.000000,6.246376,4.952678,0.000000
257.000000,0.000000,4.235003,5.640403,0.000000
258.000000,0.000000,4.097614,5.418718,0.000000
259.000000,0.000000,5.489001,4.896257,0.000000
260.000000,0.000000,6.057499,5.765100,0.000000
261.000000,0.000000,4.541055,6.287271,0.000000
262.000000,0.000000,6.456009,4.181298,0.000000
263.000000,0.000000,6.834260,4.061277,0.000000
264.000000,0.000000,6.991494,5.879204,0.000000
265.000000,0.000000,6.361503,5.061220,0.000000
266.000000,0.000000,5.808462,7.130275,0.000000
267.000000,0.000000,5.504748,4.431972,0.000000
268.000000,0.000000,4.258623,4.979693,0.000000
269.000000,0.000000,4.793227,4.708858,0.000000
270.000000,0.000000,5.320879,6.027586,0.000000
271.000000,0.000000,6.140312,5.308722,0.000000
272.000000,0.000000,4.697346,5.827986,0.000000
273.000000,0.000000,3.895106,6.516779,0.000000
274.000000,0.000000,6.072412,5.973144,0.000000
275.000000,0.000000,6.085708,4.891964,0.000000
276.000000,0.000000,5.435874,6.523299,0.000000
277.000000,0.000000,5.943641,4.530364,0.000000
278.000000,0.000000,5.158667,5.110270,0.000000
279.000000,0.000000,5.881302,4.887280,0.000000
280.000000,0.000000,6.128190,6.894007,0.000000
281.000000,0.000000,6.641095,4.723451,0.000000
282.000000,0.000000,4.161443,5.278533,0.000000
283.000000,0.000000,5.154797,6.215158,0.000000
284.000000,0.000000,5.244961,4.758142,0.000000
285.000000,0.000000,4.858824,6.443441,0.000000
286.000000,0.000000,5.529592,4.577973,0.000000
287.000000,0.000000,7.342371,5.540971,0.000000
288.000000,0.000000,5.927353,4.069695,0.000000
289.000000,0.000000,6.197811,6.508653,0.000000
290.000000,0.000000,7.290856,5.093045,0.000000
291.000000,0.000000,6.960025,4.299428,0.000000
292.000000,0.000000,5.758204,6.323378,0.000000
293.000000,0.000000,7.581570,5.208233,0.000000
294.000000,0.000000,5.595035,5.065594,0.000000
295.000000,0.000000,5.191560,5.293505,0.000000
296.000000,0.000000,5.854720,5.514171,0.000000
297.000000,0.000000,6.905864,6.809240,0.000000
298.000000,0.000000,6.314168,4.745937,0.000000
299.000000,0.000000,6.204594,6.988634,0.000000
300.000000,1.000000,6.356408,6.261392,0.000000
301.000000,1.000000,5.839921,6.493984,0.000000
302.000000,1.000000,5.350175,5.309403,0.000000
303.000000,1.000000,5.332459,5.988917,0.000000
304.000000,1.000000,4.831476,5.761101,0.000000
305.000000,1.000000,6.478429,6.585042,0.000000
306.000000,1.000000,6.679117,4.581173,0.000000
307.000000,1.000000,5.189840,6.259478,0.000000
308.000000,1.000000,5.813116,3.659867,0.000000
309.000000,1.000000,7.512286,6.388504,0.000000
310.000000,1.000000,7.183882,5.150290,0.000000
311.000000,1.000000,4.493392,7.010422,0.000000
312.000000,1.000000,4.612248,5.625233,0.000000
313.000000,1.000000,5.416657,4.157691,0.000000
314.000000,1.000000,6.260187,3.928615,0.000000
315.000000,1.000000,5.131907,7.739862,0.000000
316.000000,1.000000,5.629394,6.614609,0.000000
317.000000,1.000000,6.316005,6.879081,0.000000
318.000000,1.000000,6.418847,5.559671,0.000000
319.000000,1.000000,5.007882,5.658121,0.000000
320.000000,1.000000,6.012488,4.482103,0.000000
321.000000,1.000000,5.164437,5.773943,0.000000
322.000000,1.000000,7.112396,6.559711,0.000000
323.000000,1.000000,5.985617,6.002680,0.000000
324.000000,1.000000,7.115075,6.356749,0.000000
325.000000,1.000000,4.716761,4.884441,0.000000
326.000000,1.000000,5.784139,3.721950,0.000000
327.000000,1.000000,5.957344,4.694311,0.000000
328.000000,1.000000,4.768103,5.155527,0.000000
329.000000,1.000000,6.707868,5.637860,0.000000
330.000000,1.000000,5.982194,6.402833,0.000000
331.000000,1.000000,6.836123,5.121038,0.000000
332.000000,1.000000,6.313353,5.935384,0.000000
333.000000,1.000000,5.214196,7.052965,0.000000
334.000000,1.000000,5.012902,7.464286,0.000000
335.000000,1.000000,7.304397,4.368374,0.000000
336.000000,1.000000,7.646321,4.780157,0.000000
337.000000,1.000000,6.281333,7.329148,0.000000
338.000000,1.000000,4.930454,4.688673,0.000000
