1.056356430053710938e+01,1.003350925445556641e+01,6.819810867309570312e+00
1.066354370117187500e+01,1.024572563171386719e+01,6.802338123321533203e+00
1.095379352569580078e+01,1.031397628784179688e+01,6.904773712158203125e+00
1.088843059539794922e+01,1.004897594451904297e+01,7.091296672821044922e+00
1.095287036895751953e+01,9.787049293518066406e+00,7.379934787750244141e+00
1.075864982604980469e+01,9.884196281433105469e+00,7.747058391571044922e+00
1.057558536529541016e+01,1.001481151580810547e+01,7.926817417144775391e+00
1.072025680541992188e+01,1.032208061218261719e+01,7.645256996154785156e+00
1.091145038604736328e+01,1.083411693572998047e+01,7.122594356536865234e+00
1.066191482543945312e+01,1.219838237762451172e+01,6.016772747039794922e+00
1.063945579528808594e+01,1.154407405853271484e+01,4.654115676879882812e+00
1.118565273284912109e+01,1.130421161651611328e+01,4.734084129333496094e+00
1.103380298614501953e+01,1.056542968750000000e+01,5.819506168365478516e+00
1.080806732177734375e+01,9.587182998657226562e+00,7.823105812072753906e+00
1.035849761962890625e+01,9.994631767272949219e+00,7.972749710083007812e+00
1.077830600738525391e+01,1.120752048492431641e+01,7.101292133331298828e+00
1.082098960876464844e+01,1.193873882293701172e+01,4.630936622619628906e+00
1.169404697418212891e+01,1.137280464172363281e+01,4.349527359008789062e+00
1.184631347656250000e+01,1.083599376678466797e+01,5.467242717742919922e+00
9.970876693725585938e+00,1.118525505065917969e+01,7.988925933837890625e+00
9.192440032958984375e+00,9.859140396118164062e+00,8.435322761535644531e+00
9.324095726013183594e+00,9.233416557312011719e+00,8.600612640380859375e+00
9.269761085510253906e+00,9.103603363037109375e+00,8.927671432495117188e+00
9.558764457702636719e+00,9.184533119201660156e+00,8.911116600036621094e+00
9.821471214294433594e+00,9.094663619995117188e+00,8.938704490661621094e+00
9.737298011779785156e+00,9.582517623901367188e+00,8.993107795715332031e+00
9.595500946044921875e+00,9.702058792114257812e+00,8.504835128784179688e+00
9.320485115051269531e+00,9.864892005920410156e+00,8.618355751037597656e+00
9.542884826660156250e+00,1.030431938171386719e+01,8.251218795776367188e+00
1.023456668853759766e+01,1.150523185729980469e+01,7.509611606597900391e+00
9.838005065917968750e+00,1.123408412933349609e+01,7.541764259338378906e+00
9.822751045227050781e+00,1.090923118591308594e+01,7.792267322540283203e+00
1.075467205047607422e+01,1.169223308563232422e+01,6.834397315979003906e+00
1.024875164031982422e+01,1.194953250885009766e+01,5.830034255981445312e+00
9.961898803710937500e+00,1.167817497253417969e+01,5.377640724182128906e+00
1.004815483093261719e+01,1.111398315429687500e+01,5.943394184112548828e+00
1.059834003448486328e+01,1.175048160552978516e+01,7.139083862304687500e+00
1.037259674072265625e+01,1.197045516967773438e+01,7.191756248474121094e+00
1.047653198242187500e+01,1.233709907531738281e+01,6.826466083526611328e+00
1.012649917602539062e+01,1.214805507659912109e+01,6.984131336212158203e+00
1.026313209533691406e+01,1.218657875061035156e+01,6.983244419097900391e+00
1.015126514434814453e+01,1.198922729492187500e+01,6.853392601013183594e+00
1.023492240905761719e+01,1.171902084350585938e+01,6.908447265625000000e+00
1.006066703796386719e+01,1.182212924957275391e+01,6.237528324127197266e+00
1.082860279083251953e+01,1.143010425567626953e+01,6.013158321380615234e+00
9.900414466857910156e+00,1.168129253387451172e+01,7.430628776550292969e+00
1.006775856018066406e+01,1.149396038055419922e+01,7.650380611419677734e+00
1.026495838165283203e+01,1.106006622314453125e+01,7.806222438812255859e+00
1.031230258941650391e+01,1.128965950012207031e+01,7.262951374053955078e+00
1.092523193359375000e+01,1.123408222198486328e+01,6.262664318084716797e+00
1.075698852539062500e+01,1.132201385498046875e+01,5.752323150634765625e+00
9.850250244140625000e+00,1.163683319091796875e+01,5.535103321075439453e+00
9.868300437927246094e+00,1.140087223052978516e+01,5.637232303619384766e+00
1.014432048797607422e+01,1.144219875335693359e+01,5.717328548431396484e+00
1.012557888031005859e+01,1.145286750793457031e+01,5.961092472076416016e+00
1.002317905426025391e+01,1.158138370513916016e+01,5.700830936431884766e+00
1.035906124114990234e+01,1.114400386810302734e+01,6.191854953765869141e+00
1.073062324523925781e+01,1.131782531738281250e+01,6.822291374206542969e+00
1.043296813964843750e+01,1.141000556945800781e+01,6.682619094848632812e+00
1.070754528045654297e+01,1.198298740386962891e+01,6.459101676940917969e+00
1.081824398040771484e+01,1.220174121856689453e+01,5.573009967803955078e+00
1.107134437561035156e+01,1.170742130279541016e+01,4.543783664703369141e+00
1.133239936828613281e+01,1.142226982116699219e+01,4.258456230163574219e+00
1.203418064117431641e+01,1.104128265380859375e+01,4.460887432098388672e+00
1.084065151214599609e+01,1.198932647705078125e+01,6.098582744598388672e+00
1.056923484802246094e+01,1.200967121124267578e+01,5.412092208862304688e+00
1.043534088134765625e+01,1.144031333923339844e+01,5.014270305633544922e+00
1.047959804534912109e+01,1.153758049011230469e+01,4.950683116912841797e+00
1.088381099700927734e+01,1.139991569519042969e+01,4.226348876953125000e+00
1.123273658752441406e+01,1.110125541687011719e+01,4.157701969146728516e+00
1.073397731781005859e+01,1.079360008239746094e+01,4.390328407287597656e+00
1.064324188232421875e+01,1.114249515533447266e+01,4.219654083251953125e+00
1.090504646301269531e+01,1.084446716308593750e+01,4.241270065307617188e+00
1.106161785125732422e+01,1.073267745971679688e+01,4.285445213317871094e+00
1.122410964965820312e+01,1.046055126190185547e+01,4.479067802429199219e+00
1.136565303802490234e+01,1.045328712463378906e+01,4.551878452301025391e+00
1.127013683319091797e+01,1.040341663360595703e+01,4.820521831512451172e+00
1.152773952484130859e+01,1.033895683288574219e+01,5.017269611358642578e+00
1.173195457458496094e+01,1.053108406066894531e+01,4.859965324401855469e+00
1.189930438995361328e+01,1.068782997131347656e+01,4.692485809326171875e+00
1.177222919464111328e+01,1.081531238555908203e+01,4.691551685333251953e+00
1.182807731628417969e+01,1.106919956207275391e+01,4.500369548797607422e+00
1.190546607971191406e+01,1.098589038848876953e+01,4.787412643432617188e+00
1.148917770385742188e+01,1.119998645782470703e+01,4.755657196044921875e+00
1.151155662536621094e+01,1.115370559692382812e+01,4.988083839416503906e+00
1.177318286895751953e+01,1.140443992614746094e+01,4.780058383941650391e+00
1.201425361633300781e+01,1.112029361724853516e+01,4.917191505432128906e+00
1.150590419769287109e+01,1.102613353729248047e+01,5.407329559326171875e+00
1.124077320098876953e+01,1.099231719970703125e+01,5.821542739868164062e+00
1.108019447326660156e+01,1.080026435852050781e+01,5.792153835296630859e+00
1.108544349670410156e+01,1.043031692504882812e+01,6.055490493774414062e+00
1.109940147399902344e+01,1.013656234741210938e+01,6.427909374237060547e+00
1.109524154663085938e+01,9.712510108947753906e+00,7.052126407623291016e+00
1.087068843841552734e+01,9.452462196350097656e+00,7.868441104888916016e+00
1.073386287689208984e+01,9.480759620666503906e+00,8.095712661743164062e+00
1.045923042297363281e+01,9.507410049438476562e+00,8.434810638427734375e+00
1.007181358337402344e+01,9.788367271423339844e+00,8.712870597839355469e+00
9.650035858154296875e+00,9.966706275939941406e+00,8.814170837402343750e+00
9.472107887268066406e+00,9.891932487487792969e+00,8.953967094421386719e+00
9.222037315368652344e+00,9.775511741638183594e+00,9.053259849548339844e+00
